symbol,name,lastSale,marketCap,ipoYear,sector,industry,summary
VKI,Invesco Advantage Municipal Income Trust II,12.21,$541.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vki
ISR,"IsoRay, Inc.",0.9101,$50.07M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/isr
ISDR,Issuer Direct Corporation,5.55,$15.5M,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/isdr
JRJR,"JRjr33, Inc.",1.12,$38.49M,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/jrjr
KIQ,Kelso Technologies Inc,0.85,$39.16M,n/a,Capital Goods,Railroads,http://www.nasdaq.com/symbol/kiq
KLDX,Klondex Mines Ltd.,2.7,$379.77M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kldx
LTS,Ladenburg Thalmann Financial Services Inc,2.35,$431.36M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lts
LTS^A,Ladenburg Thalmann Financial Services Inc,24.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lts^a
LSG,Lake Shore Gold Corp,1.55,$718.3M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/lsg
LAQ,"Latin America Equity Fund, Inc. (The)",17.37,$129.38M,1991,n/a,n/a,http://www.nasdaq.com/symbol/laq
LGL,"LGL Group, Inc. (The)",3.2235,$8.55M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lgl
LBY,"Libbey, Inc.",18.84,$410.05M,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lby
LIQT,"LiqTech International, Inc.",0.76,$30.04M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/liqt
LEI,"Lucas Energy, Inc.",3.0904,$4.54M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lei
MCZ,Mad Catz Interactive Inc,0.198,$14.55M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mcz
MVG,Mag Silver Corporation,9.29,$740.25M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mvg
MJCO,Majesco,6.2,$226M,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mjco
MSTX,"Mast Therapeutics, Inc.",0.2501,$48.23M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mstx
MHH,"Mastech Holdings, Inc",7.265,$31.63M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/mhh
MDGN,"Medgenics, Inc.",4.34,$142.88M,2011,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mdgn
MDGN.WS,"Medgenics, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mdgn.ws
IPB,"Merrill Lynch & Co., Inc.",26.5,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ipb
MXC,Mexco Energy Corporation,2.7,$5.5M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mxc
CCA,MFS California Insured Municipal Trust,12.2699,$34.19M,1999,n/a,n/a,http://www.nasdaq.com/symbol/cca
MGT,MGT Capital Investments Inc,0.235,$4.04M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/mgt
MLSS,"Milestone Scientific, Inc.",1.75,$37.59M,2015,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/mlss
MGH,Minco Gold Corporation,0.251,$12.71M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mgh
MGN,"Mines Management, Inc.",0.494,$15.23M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mgn
MVF,"MuniVest Fund, Inc.",10.67,$683.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvf
MZA,"MuniYield Arizona Fund, Inc.",17.25,$79.36M,1993,n/a,n/a,http://www.nasdaq.com/symbol/mza
NNVC,"NanoViricides, Inc.",3.02,$174.63M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nnvc
NHC,National HealthCare Corporation,60.05,$901.09M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/nhc
NAVB,"Navidea Biopharmaceuticals, Inc.",0.96,$149.34M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/navb
NTIP,"Network-1 Technologies, Inc.",2,$46.44M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntip
NBW,Neuberger Berman California Intermediate Municipal Fund Inc.,16.6,$92M,2002,n/a,n/a,http://www.nasdaq.com/symbol/nbw
NHS,Neuberger Berman High Yield Strategies Fund,10.62,$207.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nhs
NBH,Neuberger Berman Intermediate Municipal Fund Inc.,16.29,$305.7M,2002,n/a,n/a,http://www.nasdaq.com/symbol/nbh
NML,Neuberger Berman MLP Income Fund Inc.,6.75,$381.69M,2013,n/a,n/a,http://www.nasdaq.com/symbol/nml
NBO,Neuberger Berman New York Intermediate Municipal Fund Inc.,14.82,$75.23M,2002,n/a,n/a,http://www.nasdaq.com/symbol/nbo
NRO,"Neuberger Berman Real Estate Securities Income Fund, Inc.",4.93,$275.03M,2003,n/a,n/a,http://www.nasdaq.com/symbol/nro
UWN,"Nevada Gold & Casinos, Inc.",2.17,$38.55M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/uwn
NSU,Nevsun Resources Ltd,3.33,$665.31M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nsu
GBR,"New Concept Energy, Inc",0.91,$1.77M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gbr
NEN,New England Realty Associates Limited Partnership,53.01,$198.92M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/nen
NGD,NEW GOLD INC.,3.55,$1.81B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ngd
HLTH,Nobilis Health Corp.,3.03,$228.69M,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hlth
NSAT,Norsat International Inc.,5.13,$29.92M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/nsat
NAK,"Northern Dynasty Minerals, Ltd.",0.3475,$77.2M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nak
NOG,"Northern Oil and Gas, Inc.",3.98,$251.28M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nog
NBY,"NovaBay Pharmaceuticals, Inc.",2.3,$11.51M,2007,n/a,n/a,http://www.nasdaq.com/symbol/nby
NCQ,NovaCopper Inc.,0.39,$40.94M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ncq
NG,Novagold Resources Inc.,4.94,$1.58B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ng
NTN,"NTN Buzztime, Inc.",0.17,$15.71M,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ntn
NVX,Nuveen California Dividend Advantage Municipal Fund 2,15.6775,$231.39M,2001,n/a,n/a,http://www.nasdaq.com/symbol/nvx
NZH,Nuveen California Dividend Advantage Municipal Fund 3,15.04,$363.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nzh
NCB,Nuveen California Municipal Value Fund 2,17.84,$58.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ncb
CFD,Nuveen Diversified Commodity Fund,9,$81.42M,2010,n/a,n/a,http://www.nasdaq.com/symbol/cfd
NXZ,Nuveen Dividend Advantage Municipal Fund 2,14.76,$434.73M,2001,n/a,n/a,http://www.nasdaq.com/symbol/nxz
NZF,Nuveen Dividend Advantage Municipal Fund 3,14.8,$537.43M,2007,n/a,n/a,http://www.nasdaq.com/symbol/nzf
NVG,Nuveen Dividend Advantage Municipal Income Fund,15.05,$401.03M,2002,n/a,n/a,http://www.nasdaq.com/symbol/nvg
CTF,Nuveen Long/Short Commodity Total Return Fund,15.12,$247.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ctf
NOM,Nuveen Missouri Premium Income Municipal Fund,16.021,$37.42M,1993,n/a,n/a,http://www.nasdaq.com/symbol/nom
NMZ,Nuveen Municipal High Income Opportunity Fund,13.97,$699.68M,2003,n/a,n/a,http://www.nasdaq.com/symbol/nmz
NJV,Nuveen New Jersey Municipal Value Fund,15.08,$23.37M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/njv
NYV,Nuveen New York Municipal Value Fund 2,15.55,$36.54M,2009,n/a,n/a,http://www.nasdaq.com/symbol/nyv
NPN,Nuveen Pennsylvania Municipal Value Fund,15.98,$19.49M,2009,n/a,n/a,http://www.nasdaq.com/symbol/npn
JRS,Nuveen Real Estate Fund,10.45,$301.93M,2001,n/a,n/a,http://www.nasdaq.com/symbol/jrs
OCX,OncoCyte Corporation,5.07,$128.73M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ocx
OGEN,"Oragenics, Inc.",0.95,$34.65M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ogen
TIS,Orchids Paper Products Company,27.9,$286.68M,2005,Basic Industries,Paper,http://www.nasdaq.com/symbol/tis
ONVO,"Organovo Holdings, Inc.",2.08,$192.22M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onvo
ONP,"Orient Paper, Inc.",1.28,$27.46M,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/onp
OSG,"Overseas Shipholding Group, Inc.",1.95,$725.99M,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/osg
OSGB,"Overseas Shipholding Group, Inc.",2.2301,$15.35M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/osgb
ORM,"Owens Realty Mortgage, Inc.",16.07,$164.67M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/orm
PHF,"Pacholder High Yield Fund, Inc.",6.47,$84.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/phf
PBM,Pacific Booker Minerals Inc,0.87,$11M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pbm
PCG^A,Pacific Gas & Electric Co.,29.843,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^a
PCG^B,Pacific Gas & Electric Co.,28.0487,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^b
PCG^C,Pacific Gas & Electric Co.,27.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^c
PCG^D,Pacific Gas & Electric Co.,25.2999,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^d
PCG^E,Pacific Gas & Electric Co.,25.5999,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^e
PCG^G,Pacific Gas & Electric Co.,25.1801,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^g
PCG^H,Pacific Gas & Electric Co.,24.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^h
PCG^I,Pacific Gas & Electric Co.,24.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^i
PTN,"Palatin Technologies, Inc.",0.49,$33.33M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptn
PARR,"Par Pacific Holdings, Inc.",18.83,$773.5M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/parr
PZG,Paramount Gold Nevada Corp.,1.36,$11.59M,2015,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pzg
PRK,Park National Corporation,89.66,$1.37B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/prk
PED,Pedevco Corp.,0.2079,$9.4M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ped
PFNX,Pfenex Inc.,8.19,$191.42M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pfnx
PIP,"PharmAthene, Inc",1.96,$127.89M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pip
HNW,Pioneer Diversified High Income Trust,15.32,$127.66M,2007,n/a,n/a,http://www.nasdaq.com/symbol/hnw
PLG,Platinum Group Metals Ltd.,3.62,$280.88M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/plg
PLM,Polymet Mining Corp.,0.8,$222.14M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/plm
PW,Power REIT,4.53,$7.89M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pw
PW^A,Power REIT,25.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pw^a
PLX,"Protalix BioTherapeutics, Inc.",0.8491,$84.75M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/plx
PVCT,"Provectus Biopharmaceuticals, Inc.",0.3751,$76.76M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pvct
PVCT.WS,"Provectus Biopharmaceuticals, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pvct.ws
RLGT,"Radiant Logistics, Inc.",3.56,$173.53M,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/rlgt
RLGT^A,"Radiant Logistics, Inc.",24,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rlgt^a
UTG,Reaves Utility Income Fund,29.42,$926.79M,2004,n/a,n/a,http://www.nasdaq.com/symbol/utg
REED,"Reeds, Inc.",5,$65.8M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/reed
RWC,RELM Wireless Corporation,4.98,$68.38M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/rwc
RCG,"RENN Fund, Inc.",0.99,$4.42M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rcg
RVP,"Retractable Technologies, Inc.",2.17,$60.53M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rvp
RNN,"Rexahn Pharmaceuticals, Inc.",0.315,$67.13M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rnn
RIC,"Richmont Mines, Inc.",5.18,$303.21M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ric
REI,"Ring Energy, Inc.",5.17,$157.15M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rei
RIF,RMR Real Estate Income Fund.,18.5867,$142.22M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rif
SGA,"Saga Communications, Inc.",38.94,$228.23M,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sga
SSN,Samson Oil & Gas Limited,0.995,$14.12M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ssn
SPP,Sanchez Production Partners LP,11.2,$34.14M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/spp
SAND          ,Sandstorm Gold Ltd,3.14,$433.1M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sand          
SEB,Seaboard Corporation,2740.01,$3.21B,1996,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seb
SENS,"Senseonics Holdings, Inc.",2.71,$205.31M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sens
SVT,"Servotronics, Inc.",7.3999,$17.92M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/svt
SIF,"SIFCO Industries, Inc.",8.6999,$47.47M,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/sif
SKY,Skyline Corporation,7.25,$60.84M,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/sky
SLI,"SL Industries, Inc.",34.5,$136.65M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sli
XPL,Solitario Exploration & Royalty Corp,0.469,$18.33M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/xpl
SCE^B,Southern California Edison Company,23.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^b
SCE^C,Southern California Edison Company,24.43,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^c
SCE^D,Southern California Edison Company,24.6142,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^d
SCE^E,Southern California Edison Company,25.0339,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^e
SGB,Southwest Georgia Financial Corporation,14.6,$37.2M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sgb
LOV,"Spark Networks, Inc.",2.65,$68.49M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lov
STRP,Straight Path Communications Inc.,27.95,$340.05M,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/strp
SSY,"SunLink Health Systems, Inc.",0.4836,$4.57M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ssy
SDPI,"Superior Drilling Products, Inc.",1.46,$25.45M,2014,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/sdpi
STS,"Supreme Industries, Inc.",8.82,$148.73M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/sts
SYRG,Synergy Resources Corporation,7.57,$832.5M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/syrg
SYN,"Synthetic Biologics, Inc",2.21,$200.73M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/syn
TRX,Tanzanian Royalty Exploration Corporation,0.2276,$24.6M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/trx
TGB,Taseko Mines Limited,0.54,$119.78M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tgb
TIK,Tel-Instrument Electronics Corp.,4.23,$13.78M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/tik
TGC,"Tengasco, Inc.",1.4,$8.52M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tgc
GLU,The Gabelli Global Utility and Income Trust,17.3308,$71.25M,2004,n/a,n/a,http://www.nasdaq.com/symbol/glu
GLU^A,The Gabelli Global Utility and Income Trust,51.0501,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/glu^a
TXMD,"TherapeuticsMD, Inc.",6.25,$1.23B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/txmd
TPI,"Tianyin Pharmaceutical Co., Inc.",0.15,$4.41M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tpi
TGD,Timmons Gold Corp,0.215,$67.83M,2011,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tgd
TOF,Tofutti Brands Inc.,3.5501,$18.3M,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/tof
TMP,Tompkins Financial Corporation,62.67,$939.34M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tmp
TAT,Transatlantic Petroleum Ltd,0.79,$32.47M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tat
TRXC,"TransEnterix, Inc.",4.49,$478.53M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/trxc
TPLM,Triangle Petroleum Corporation,0.5898,$44.66M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tplm
TPHS,Trinity Place Holdings Inc.,6.7,$169.53M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tphs
TRT,Trio-Tech International,3.34,$11.73M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/trt
HTM,U.S. Geothermal Inc.,0.66,$72.74M,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/htm
UFAB,"Unique Fabricating, Inc.",11.93,$114.84M,2015,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ufab
UAMY,United States Antimony Corporation,0.2,$13.26M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/uamy
UUU,"Universal Security Instruments, Inc.",4.0464,$9.36M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/uuu
UQM,UQM TECHNOLOGIES INC,0.56,$27.14M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/uqm
URG,Ur Energy Inc,0.5002,$71.69M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/urg
UEC,Uranium Energy Corp.,0.7313,$75.54M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/uec
VSR,"Versar, Inc.",2.44,$23.99M,1986,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/vsr
VII,"Vicon Industries, Inc.",1.06,$9.9M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/vii
VHC,VirnetX Holding Corp,4.5,$245.16M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/vhc
VGZ,Vista Gold Corporation,0.46,$38.13M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/vgz
VNRX,VolitionRX Limited,3.81,$71.87M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vnrx
VISI,"Volt Information Sciences, Inc.",7.19,$149.77M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/visi
EAD,Wells Fargo Income Opportunities Fund,7.5,$532.37M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ead
ERC,Wells Fargo Multi-Sector Income Fund,12.11,$509.29M,2003,n/a,n/a,http://www.nasdaq.com/symbol/erc
ERH,Wells Fargo Utilities and High Income Fund,12.73,$117.53M,2004,n/a,n/a,http://www.nasdaq.com/symbol/erh
SBI,Western Asset Intermediate Muni Fund Inc,10.41,$146.54M,1992,n/a,n/a,http://www.nasdaq.com/symbol/sbi
WRN,Western Copper and Gold Corporation,0.49,$46.16M,2011,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/wrn
WYY,WidePoint Corporation,0.655,$54.05M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/wyy
WTT,"Wireless Telecom Group,  Inc.",1.4,$27.48M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/wtt
XTNT,"Xtant Medical Holdings, Inc.",2.5,$29.72M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/xtnt
YUMA,"Yuma Energy, Inc.",0.219,$15.69M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/yuma
YUMA^A,"Yuma Energy, Inc.",3.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/yuma^a
