symbol,name,lastSale,marketCap,ipoYear,sector,industry,summary
DSKX,"DS Healthcare Group, Inc.",0.81,$15.57M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/dskx
DSPG,"DSP Group, Inc.",9.28,$201.67M,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg
CADT,DT Asia Investments Limited,10.15,$90.61M,2014,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/cadt
CADTR,DT Asia Investments Limited,0.22,n/a,2014,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/cadtr
CADTU,DT Asia Investments Limited,10.25,n/a,2014,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/cadtu
CADTW,DT Asia Investments Limited,0.07,n/a,2014,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/cadtw
DTSI,"DTS, Inc.",21.44,$374.92M,2003,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dtsi
DLTH,Duluth Holdings Inc.,19.89,$642.76M,2015,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dlth
DNKN,"Dunkin&#39; Brands Group, Inc.",47.96,$4.4B,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
DRRX,Durect Corporation,1.36,$166.01M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx
DXPE,"DXP Enterprises, Inc.",17.48,$251.99M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dxpe
BOOM,Dynamic Materials Corporation,6.39,$91.53M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/boom
DYSL,Dynasil Corporation of America,1.62,$27.1M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dysl
DYNT,Dynatronics Corporation,2.93,$8.04M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,20.14,$775.03M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dvax
ETFC,E*TRADE Financial Corporation,24.97,$7.06B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/etfc
EBMT,"Eagle Bancorp Montana, Inc.",12.3901,$46.83M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ebmt
EGBN,"Eagle Bancorp, Inc.",47.42,$1.59B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/egbn
EGLE,Eagle Bulk Shipping Inc.,0.395,$15.12M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/egle
EGRX,"Eagle Pharmaceuticals, Inc.",40.67,$635.93M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/egrx
ELNK,EarthLink Holdings Corp.,5.72,$594.35M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/elnk
EWBC,"East West Bancorp, Inc.",32.97,$4.74B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ewbc
EACQ,Easterly Acquisition Corp.,9.7,$242.5M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eacq
EACQU,Easterly Acquisition Corp.,9.91,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eacqu
EACQW,Easterly Acquisition Corp.,0.4,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eacqw
EML,Eastern Company (The),16.36,$102.21M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/eml
EVBS,"Eastern Virginia Bankshares, Inc.",6.65,$86.65M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbs
EVGBC,Eaton Vance NextShares Trust,100.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evgbc
EVSTC,Eaton Vance NextShares Trust,100.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evstc
EVLMC,Eaton Vance NextShares Trust II,100.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evlmc
EBAY,eBay Inc.,23.88,$28.15B,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebay
EBAYL,eBay Inc.,25.15,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebayl
EBIX,"Ebix, Inc.",40.8,$1.34B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ebix
ELON,Echelon Corporation,5.5843,$24.67M,1998,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/elon
ECHO,"Echo Global Logistics, Inc.",26.85,$806.61M,2009,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/echo
ECTE,"Echo Therapeutics, Inc.",1.37,$15.24M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ecte
SATS,EchoStar Corporation,43.94,$4.1B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats
EEI,"Ecology and Environment, Inc.",10.18,$43.68M,1987,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eei
ECAC,E-compass Acquisition Corp.,10,$53.1M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/ecac
ECACR,E-compass Acquisition Corp.,0.24,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/ecacr
ECACU,E-compass Acquisition Corp.,10.2,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/ecacu
ESES,"Eco-Stim Energy Solutions, Inc.",2.6,$35.3M,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/eses
EDAP,EDAP TMS S.A.,4.22,$105.32M,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap
EDGE,"Edge Therapeutics, Inc.",9.23,$265.95M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/edge
EDGW,"Edgewater Technology, Inc.",8,$95.15M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/edgw
EDIT,"Editas Medicine, Inc.",36.9,$1.35B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/edit
EDUC,Educational Development Corporation,14.12,$57.38M,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/educ
EFUT,eFuture Holding Inc.,6.14,$29.83M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/efut
EGAN,eGain Corporation,3.8,$102.86M,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/egan
EGLT,Egalet Corporation,6.88,$172.59M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eglt
EHTH,"eHealth, Inc.",9.19,$166.75M,2006,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth
EIGR,"Eiger BioPharmaceuticals, Inc.",18.32,$29.21M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/eigr
LOCO,"El Pollo Loco Holdings, Inc.",13.73,$525.65M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/loco
EMITF,Elbit Imaging Ltd.,0.85,$23.44M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/emitf
ESLT,Elbit Systems Ltd.,93.5,$4B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt
ERI,"Eldorado Resorts, Inc.",11.16,$522.85M,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/eri
ELRC,Electro Rent Corporation,9.16,$221.01M,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/elrc
ESIO,"Electro Scientific Industries, Inc.",7.23,$225.05M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esio
EA,Electronic Arts Inc.,65.92,$20.39B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",42.12,$1.99B,1992,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii
ELSE,"Electro-Sensors, Inc.",3.4452,$11.7M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/else
ELEC,Electrum Special Acquisition Corporation,9.65,$241.25M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elec
ELECU,Electrum Special Acquisition Corporation,9.78,$244.5M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elecu
ELECW,Electrum Special Acquisition Corporation,0.2099,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elecw
EBIO,"Eleven Biotherapeutics, Inc.",0.33,$6.5M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebio
RDEN,"Elizabeth Arden, Inc.",8.15,$244.09M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/rden
CAPX,Elkhorn S&P 500 Capital Expenditures Portfolio,23.0449,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/capx
ESBK,Elmira Savings Bank NY (The),18.37,$49.69M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esbk
LONG,"eLong, Inc.",17.54,$630.48M,2004,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/long
ELTK,Eltek Ltd.,1.0815,$10.97M,1997,Technology,Electrical Products,http://www.nasdaq.com/symbol/eltk
EMCI,EMC Insurance Group Inc.,25.84,$538.28M,1982,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/emci
EMCF,Emclaire Financial Corp,23.62,$50.66M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/emcf
EMKR,EMCORE Corporation,5,$129.54M,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/emkr
EMMS,Emmis Communications Corporation,0.6,$27.55M,1994,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/emms
NYNY,"Empire Resorts, Inc.",13.94,$432.58M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nyny
ERS,"Empire Resources, Inc.",3.36,$28.73M,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ers
ENTA,"Enanta Pharmaceuticals, Inc.",29.66,$561.32M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/enta
ECPG,Encore Capital Group Inc,24.7,$624.62M,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/ecpg
WIRE,Encore Wire Corporation,39.08,$808.48M,1992,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/wire
ENDP,Endo International plc,28.68,$6.38B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/endp
ECYT,"Endocyte, Inc.",3.26,$137.42M,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ecyt
ELGX,"Endologix, Inc.",8.51,$695.32M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/elgx
EIGI,"Endurance International Group Holdings, Inc.",10.535,$1.45B,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/eigi
WATT,Energous Corporation,10.34,$169.68M,2014,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/watt
EFOI,"Energy Focus, Inc.",7.3,$85.04M,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/efoi
ERII,"Energy Recovery, Inc.",10.34,$537.17M,2008,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/erii
EXXI,Energy XXI Ltd.,0.6,$57.28M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/exxi
ENOC,"EnerNOC, Inc.",7.72,$236.58M,2007,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/enoc
ENG,ENGlobal Corporation,1.1111,$30.94M,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eng
ENPH,"Enphase Energy, Inc.",2.4,$111.27M,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/enph
ESGR,Enstar Group Limited,164.87,$3.18B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esgr
ENFC,Entegra Financial Corp.,17.56,$114.12M,2014,Finance,Banks,http://www.nasdaq.com/symbol/enfc
ENTG,"Entegris, Inc.",13.47,$1.89B,2000,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/entg
ENTL,"Entellus Medical, Inc.",18.38,$345.43M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/entl
ETRM,EnteroMedics Inc.,0.97,$7.87M,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/etrm
EBTC,Enterprise Bancorp Inc,25.3,$263.37M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebtc
EFSC,Enterprise Financial Services Corporation,27.49,$554.56M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/efsc
EGT,Entertainment Gaming Asia Incorporated,2.16,$31.24M,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/egt
ENZN,"Enzon Pharmaceuticals, Inc.",0.4651,$20.56M,1984,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/enzn
ENZY          ,Enzymotec Ltd.,8.4401,$191.75M,2013,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/enzy
EPIQ,"EPIQ Systems, Inc.",14.66,$552.28M,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/epiq
EPRS,"EPIRUS Biopharmaceuticals, Inc.",2.85,$74.63M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eprs
EPZM,"Epizyme, Inc.",11.89,$680.22M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epzm
PLUS,ePlus inc.,81.52,$609.95M,1996,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/plus
EQIX,"Equinix, Inc.",329.94,$22.77B,2000,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqix
EQFN,Equitable Financial Corp.,8.27,$28.76M,2015,Finance,Savings Institutions,http://www.nasdaq.com/symbol/eqfn
EQBK,"Equity Bancshares, Inc.",21.02,$172.61M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/eqbk
EAC           ,Erickson Incorporated,1.66,$23.07M,2012,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/eac
ERIC,Ericsson,10.05,$33.22B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/eric
ERIE,Erie Indemnity Company,93.76,$4.33B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/erie
ESCA,"Escalade, Incorporated",11.71,$166.17M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/esca
ESMC,Escalon Medical Corp.,0.7212,$5.43M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/esmc
ESPR,"Esperion Therapeutics, Inc.",17.5,$394.46M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/espr
ESSA,"ESSA Bancorp, Inc.",13.62,$154.32M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/essa
EPIX,ESSA Pharma Inc.,3.25,$93.69M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epix
ESND,Essendant Inc.,33.91,$1.26B,n/a,Consumer Services,Paper,http://www.nasdaq.com/symbol/esnd
ETSY,"Etsy, Inc.",8.67,$977.11M,2015,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/etsy
CLWT,Euro Tech Holdings Company Limited,3.13,$6.46M,1997,Consumer Durables,Diversified Electronic Products,http://www.nasdaq.com/symbol/clwt
EEFT,"Euronet Worldwide, Inc.",74.42,$3.95B,1997,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/eeft
ESEA,Euroseas Ltd.,1.86,$15.24M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/esea
EVEP,"EV Energy Partners, L.P.",1.86,$91.24M,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/evep
EVK,"Ever-Glory International Group, Inc.",1.87,$27.65M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/evk
EVLV,EVINE Live Inc.,1.27,$72.55M,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/evlv
EVOK,"Evoke Pharma, Inc.",5.13,$36.95M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/evok
EVOL,"Evolving Systems, Inc.",5.82,$68.65M,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/evol
EXA,Exa Corporation,12.84,$187.86M,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/exa
EXAS,EXACT Sciences Corporation,6.96,$678.25M,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exas
EXAC,"Exactech, Inc.",19.96,$280M,1996,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/exac
EXEL,"Exelixis, Inc.",4.045,$923.03M,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exel
EXFO,EXFO Inc,3.84,$85.65M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/exfo
EXLS,"ExlService Holdings, Inc.",52.55,$1.75B,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/exls
EXPE,"Expedia, Inc.",108.2,$16.29B,n/a,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/expe
EXPD,"Expeditors International of Washington, Inc.",48.85,$8.9B,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/expd
EXPO,"Exponent, Inc.",50.59,$1.3B,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/expo
ESRX,Express Scripts Holding Company,69.11,$46.17B,1992,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/esrx
EXTR,"Extreme Networks, Inc.",3.1,$320.29M,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/extr
EYEG,"Eyegate Pharmaceuticals, Inc.",3.22,$24.65M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eyeg
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.74,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eyegw
EZPW,"EZCORP, Inc.",2.99,$164.14M,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/ezpw
FFIV,"F5 Networks, Inc.",105.59,$7.26B,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ffiv
FB,"Facebook, Inc.",116.04,$330.28B,2012,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fb
FCS,"Fairchild Semiconductor International, Inc.",20,$2.27B,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/fcs
FRP,"FairPoint Communications, Inc.",14.99,$405.5M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/frp
FWM,Fairway Group Holdings Corp.,0.37,$16.33M,2013,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/fwm
FALC,"FalconStor Software, Inc.",1.34,$55.97M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/falc
DAVE,"Famous Dave&#39;s of America, Inc.",6.01,$41.82M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dave
FARM,Farmer Brothers Company,28.33,$474.78M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/farm
FFKT,Farmers Capital Bank Corporation,26.62,$199.66M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffkt
FMNB,Farmers National Banc Corp.,8.98,$241.88M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmnb
FARO,"FARO Technologies, Inc.",32.4,$537.5M,1997,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/faro
FAST,Fastenal Company,48.93,$14.11B,1987,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/fast
FATE,"Fate Therapeutics, Inc.",1.9799,$57.14M,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/fate
FBSS,"Fauquier Bankshares, Inc.",15.7,$59M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbss
FBRC,FBR & Co,17.93,$132.41M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/fbrc
FDML,Federal-Mogul Holdings Corporation,9.54,$1.61B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/fdml
FNHC,Federated National Holding Company,19.42,$276.56M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/fnhc
FEIC,FEI Company,90.16,$3.68B,1995,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/feic
FHCO,Female Health Company (The),1.9,$55.16M,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/fhco
FENX,"Fenix Parts, Inc.",4.95,$99.98M,2015,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/fenx
GSM,Ferroglobe PLC,8.89,$1.53B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/gsm
FCSC,Fibrocell Science Inc,2.56,$112.38M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fcsc
FGEN,"FibroGen, Inc",21.32,$1.32B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fgen
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,192.7995,$443.44M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oneq
LION,Fidelity Southern Corporation,16.44,$418.07M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lion
FDUS,Fidus Investment Corporation,15.53,$253.15M,2011,n/a,n/a,http://www.nasdaq.com/symbol/fdus
FRGI,"Fiesta Restaurant Group, Inc.",33.48,$898.24M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/frgi
FSAM,Fifth Street Asset Management Inc.,3.11,$151.32M,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/fsam
FSC,Fifth Street Finance Corp.,5.145,$773.1M,2008,n/a,n/a,http://www.nasdaq.com/symbol/fsc
FSCFL,Fifth Street Finance Corp.,25.3199,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fscfl
FSFR,Fifth Street Senior Floating Rate Corp.,7.8,$229.84M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsfr
FITB,Fifth Third Bancorp,16.8,$13.16B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fitb
FITBI,Fifth Third Bancorp,28.48,$512.64M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fitbi
FNGN,"Financial Engines, Inc.",31.9,$1.65B,2010,Finance,Investment Managers,http://www.nasdaq.com/symbol/fngn
FISI,"Financial Institutions, Inc.",29.1,$421.54M,1999,Finance,Major Banks,http://www.nasdaq.com/symbol/fisi
FNSR,Finisar Corporation,18.33,$1.97B,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/fnsr
FNJN,"Finjan Holdings, Inc.",0.91,$20.67M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/fnjn
FNTC,FinTech Acquisition Corp.,10.1,$138.71M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/fntc
FNTCU,FinTech Acquisition Corp.,11.5,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/fntcu
FNTCW,FinTech Acquisition Corp.,0.65,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/fntcw
FEYE,"FireEye, Inc.",17.69,$2.94B,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/feye
FBNC,First Bancorp,18.85,$372.31M,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/fbnc
FNLC,"First Bancorp, Inc (ME)",19.92,$214.62M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnlc
FRBA,First Bank,7.0299,$55.44M,2013,n/a,n/a,http://www.nasdaq.com/symbol/frba
BUSE,First Busey Corporation,20.44,$586.52M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/buse
FBIZ,"First Business Financial Services, Inc.",23.13,$201.23M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbiz
FCAP,"First Capital, Inc.",28.74,$95.95M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fcap
FCFS,"First Cash Financial Services, Inc.",45.06,$1.27B,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fcfs
FCNCA,"First Citizens BancShares, Inc.",249.27,$2.99B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcnca
FCLF,First Clover Leaf Financial Corp.,9.22,$64.59M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fclf
FCBC,"First Community Bancshares, Inc.",19.76,$352.12M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcbc
FCCO,First Community Corporation,14.36,$96.11M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcco
FCFP,"First Community Financial Partners, Inc.",8.7,$149.34M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcfp
FBNK,"First Connecticut Bancorp, Inc.",16.03,$252.28M,2011,Finance,Banks,http://www.nasdaq.com/symbol/fbnk
FDEF,First Defiance Financial Corp.,38.46,$343.79M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fdef
FFBC,First Financial Bancorp.,18.21,$1.12B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffbc
FFBCW,First Financial Bancorp.,8.161,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffbcw
FFIN,"First Financial Bankshares, Inc.",29.44,$1.94B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffin
THFF,First Financial Corporation Indiana,33.84,$428.3M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/thff
FFNW,"First Financial Northwest, Inc.",13.29,$180.46M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/ffnw
FFWM,First Foundation Inc.,22.45,$359.57M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffwm
FGBI,"First Guaranty Bancshares, Inc.",15.5,$117.94M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fgbi
INBK,First Internet Bancorp,23.62,$105.96M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/inbk
FIBK,"First Interstate BancSystem, Inc.",28.25,$1.28B,2010,Finance,Major Banks,http://www.nasdaq.com/symbol/fibk
FRME,First Merchants Corporation,23.53,$956.99M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frme
FMBH,"First Mid-Illinois Bancshares, Inc.",25.21,$213.18M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmbh
FMBI,"First Midwest Bancorp, Inc.",18.195,$1.43B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmbi
FNBC,First NBC Bank Holding Company,20.58,$392.43M,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/fnbc
FNFG,First Niagara Financial Group Inc.,9.68,$3.43B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnfg
FNWB,First Northwest Bancorp,12.77,$167.29M,2015,Finance,Banks,http://www.nasdaq.com/symbol/fnwb
