symbol,name,lastSale,marketCap,ipoYear,sector,industry,summary
STZ,Constellation Brands Inc,149.9,$29.87B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/stz
STZ.B,Constellation Brands Inc,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stz.b
CSTM,Constellium N.V.,4.98,$523.03M,2013,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/cstm
TCS,Container Store (The),5.92,$284.08M,2013,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/tcs
CBPX,"Continental Building Products, Inc.",18.21,$759.22M,2014,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cbpx
CLR,"Continental Resources, Inc.",29.05,$10.83B,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/clr
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",20.89,$2.11B,2013,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/vlrs
CVG,Convergys Corporation,26.62,$2.57B,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/cvg
COO,"Cooper Companies, Inc. (The)",148.8,$7.2B,n/a,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/coo
CTB,Cooper Tire & Rubber Company,36,$1.99B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/ctb
CPS,Cooper-Standard Holdings Inc.,71.58,$1.26B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cps
CPA,"Copa Holdings, S.A.",65.88,$2.86B,2005,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/cpa
CLB,Core Laboratories N.V.,113.87,$4.83B,1995,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/clb
CLGX,"CoreLogic, Inc.",33.04,$2.92B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/clgx
CORR,"CorEnergy Infrastructure Trust, Inc.",17.41,$208.08M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/corr
CORR^A,"CorEnergy Infrastructure Trust, Inc.",19.2405,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/corr^a
COR,CoreSite Realty Corporation,68.13,$2.09B,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cor
COR^A,CoreSite Realty Corporation,26.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cor^a
GLW,Corning Incorporated,20.25,$22.53B,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/glw
BCA,Corpbanca,12.9,$2.93B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bca
GYC,Corporate Asset Backed Corp CABCO,21.71,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gyc
OFC,Corporate Office Properties Trust,25.65,$2.42B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ofc
OFC^L,Corporate Office Properties Trust,26.3188,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofc^l
CXW,Corrections Corporation of America,31.42,$3.68B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cxw
CZZ,Cosan Limited,4.39,$1.16B,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/czz
CMRE,Costamare Inc.,8.94,$672.72M,2010,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/cmre
CMRE^B,Costamare Inc.,17.53,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmre^b
CMRE^C,Costamare Inc.,17.41,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmre^c
CMRE^D,Costamare Inc.,17.76,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmre^d
COT,Cott Corporation,12.78,$1.57B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/cot
COTY,Coty Inc.,26.69,$9B,2013,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/coty
CCSC,"Country Style Cooking Restaurant Chain Co., Ltd.",5.05,$136.26M,2010,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ccsc
CFC^A,Countrywide Financial Corporation,25.73,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfc^a
CFC^B,Countrywide Financial Corporation,25.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfc^b
CUZ,Cousins Properties Incorporated,9.79,$2.07B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cuz
CVA,Covanta Holding Corporation,16.38,$2.13B,n/a,Basic Industries,Electric Utilities: Central,http://www.nasdaq.com/symbol/cva
CPF,CPB Inc.,20.57,$644.37M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cpf
CPL,CPFL Energia S.A.,10.55,$5.24B,2004,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cpl
CR,Crane Company,53.37,$3.11B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/cr
CRD.A,Crawford & Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crd.a
CRD.B,Crawford & Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crd.b
BAP,Credicorp Ltd.,123.99,$9.89B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bap
CS,Credit Suisse Group,14.36,$28.02B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cs
CPG,Crescent Point Energy Corporation,13.42,$6.79B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cpg
CEQP,Crestwood Equity Partners LP,10.2,$704.39M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ceqp
CRH,CRH PLC,27.66,$22.79B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/crh
CRT,Cross Timbers Royalty Trust,15.14,$90.84M,1992,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crt
CAPL,CrossAmerica Partners LP,23.76,$786.72M,2012,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/capl
CCI,Crown Castle International Corporation,85.58,$28.56B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cci
CCI^A,Crown Castle International Corporation,105.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cci^a
CCK,"Crown Holdings, Inc.",48.63,$6.79B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/cck
CRY,"CryoLife, Inc.",10.4,$335.45M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cry
CSRA,CSRA Inc.,24.36,$3.95B,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/csra
CSS,"CSS Industries, Inc.",27.24,$247.24M,n/a,Consumer Services,Consumer: Greeting Cards,http://www.nasdaq.com/symbol/css
CST,"CST Brands, Inc.",37.97,$2.87B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cst
CTS,CTS Corporation,15.29,$498.07M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/cts
CUBE,CubeSmart,32.16,$5.65B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cube
CUBE^A,CubeSmart,26.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cube^a
CUB,Cubic Corporation,38.91,$1.05B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cub
CFR,"Cullen/Frost Bankers, Inc.",56.57,$3.51B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cfr
CFR^A,"Cullen/Frost Bankers, Inc.",25.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfr^a
CFI,"Culp, Inc.",24.53,$300.5M,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/cfi
CMI,Cummins Inc.,107.4,$18.72B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cmi
CW,Curtiss-Wright Corporation,74.63,$3.32B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cw
SRF,Cushing Energy Income Fund (The),7.2283,"$695,123.93 ",2012,n/a,n/a,http://www.nasdaq.com/symbol/srf
SZC,Cushing Renaissance Fund (The),14.01,$84.82M,2012,n/a,n/a,http://www.nasdaq.com/symbol/szc
CUBI,"Customers Bancorp, Inc",23.84,$642.15M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubi
CUBI^C,"Customers Bancorp, Inc",26.03,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^c
CUBI^D,"Customers Bancorp, Inc",25.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^d
CUBS,"Customers Bancorp, Inc",26.7624,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubs
CSI,Cutwater Select Income Fund,19.06,$204.11M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csi
CVT,"CVENT, INC.",20.91,$879.23M,1987,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvt
CVI,CVR Energy Inc.,26.21,$2.28B,2007,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvi
UAN,"CVR Partners, LP",7.9,$577.71M,2011,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/uan
CVRR,"CVR Refining, LP",12.51,$1.85B,2013,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvrr
CVS,CVS Health Corporation,101.43,$111.42B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/cvs
CELP,"Cypress Energy Partners, L.P.",8.86,$104.88M,2014,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/celp
CYS,"CYS Investments, Inc.",7.94,$1.2B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cys
CYS^A,"CYS Investments, Inc.",23.749,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cys^a
CYS^B,"CYS Investments, Inc.",22.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cys^b
DHI,"D.R. Horton, Inc.",29.4,$10.87B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/dhi
CB,D/B/A Chubb Limited New,119.61,$55.22B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cb
DAN,Dana Holding Corporation,13.64,$2.04B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dan
DHR,Danaher Corporation,94.78,$65.13B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dhr
DAC,Danaos Corporation,4.1,$450.11M,2006,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dac
DQ,DAQO New Energy Corp.,17.59,$157.31M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/dq
DRI,"Darden Restaurants, Inc.",65.77,$8.43B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dri
DAR,Darling Ingredients Inc.,12.45,$2.04B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/dar
DVA,DaVita healthCare Partners Inc.,71.55,$14.75B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dva
DPM,"DCP Midstream Partners, LP",26.51,$3.04B,2005,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dpm
DCT,DCT Industrial Trust Inc,38.74,$3.43B,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dct
DDR,DDR Corp.,16.65,$6.08B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ddr
DDR^J,DDR Corp.,26.21,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr^j
DDR^K,DDR Corp.,26.27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr^k
DF,Dean Foods Company,17.15,$1.57B,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/df
DECK,Deckers Outdoor Corporation,57.37,$1.86B,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/deck
DE,Deere & Company,80.24,$25.3B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/de
DEX,Delaware Enhanced Global Dividend,9.07,$143.88M,2007,n/a,n/a,http://www.nasdaq.com/symbol/dex
DDF,"Delaware Investments Dividend & Income Fund, Inc.",8.86,$79.45M,1993,n/a,n/a,http://www.nasdaq.com/symbol/ddf
DKL,"Delek Logistics Partners, L.P.",30.79,$747.48M,2012,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/dkl
DK,"Delek US Holdings, Inc.",15.18,$943.24M,2006,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/dk
DLPH,Delphi Automotive plc,72.37,$20.09B,2011,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dlph
DAL,"Delta Air Lines, Inc.",47.84,$37.24B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/dal
DEL,Deltic Timber Corporation,59.25,$719.85M,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/del
DLX,Deluxe Corporation,59.87,$2.93B,n/a,Consumer Durables,Publishing,http://www.nasdaq.com/symbol/dlx
DMD,Demand Media Inc.,5.08,$102.87M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/dmd
DWRE,"DEMANDWARE, INC.",35.42,$1.34B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/dwre
DNR,Denbury Resources Inc.,2.27,$796.34M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dnr
DKT,Deutsch Bk Contingent Cap Tr V,25.32,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dkt
DB,Deutsche Bank AG,17.54,$24.19B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/db
DTK,Deutsche Bank AG,24.82,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dtk
DXB,Deutsche Bank AG,23.53,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dxb
DVN,Devon Energy Corporation,26.47,$11.68B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dvn
DV,DeVry Education Group Inc.,18.25,$1.15B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dv
DHX,"DHI Group, Inc.",7.76,$403.2M,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/dhx
DHT,"DHT Holdings, Inc.",5.73,$537.05M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dht
DEO,Diageo plc,106.28,$73.18B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/deo
DO,"Diamond Offshore Drilling, Inc.",21.96,$3.01B,1995,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/do
DRII,"Diamond Resorts International, Inc.",23.39,$1.63B,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/drii
DRH,Diamondrock Hospitality Company,9.75,$1.96B,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/drh
DSX,Diana Shipping inc.,2.25,$185.73M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dsx
DSX^B,Diana Shipping inc.,11.57,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dsx^b
DSXN,Diana Shipping inc.,18,n/a,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dsxn
DKS,Dick&#39;s Sporting Goods Inc,46.71,$5.37B,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dks
DBD,"Diebold, Incorporated",29.38,$1.91B,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/dbd
DLR,"Digital Realty Trust, Inc.",86.16,$12.62B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dlr
DLR^E,"Digital Realty Trust, Inc.",25.71,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^e
DLR^F,"Digital Realty Trust, Inc.",26.2901,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^f
DLR^G,"Digital Realty Trust, Inc.",25.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^g
DLR^H,"Digital Realty Trust, Inc.",27.6941,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^h
DLR^I,"Digital Realty Trust, Inc.",25.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^i
DGI,"DigitalGlobe, Inc",17.03,$1.1B,2009,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/dgi
DDS,"Dillard&#39;s, Inc.",81.67,$2.93B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dds
DDT,"Dillard&#39;s, Inc.",26.04,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/ddt
DIN,"DineEquity, Inc",92,$1.7B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/din
DPLO,"Diplomat Pharmacy, Inc.",26.56,$1.71B,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/dplo
DFS,Discover Financial Services,49.68,$20.58B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dfs
DFS^B,Discover Financial Services,26.5279,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfs^b
DRA,Diversified Real Asset Income Fund,15.37,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dra
DNI,Dividend and Income Fund,10.9781,$94.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dni
DLB,Dolby Laboratories,41.02,$4.13B,2005,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dlb
DG,Dollar General Corporation,83.95,$24.05B,2009,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dg
DDC,Dominion Diamond Corporation,11.52,$982.55M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ddc
DM,"Dominion Midstream Partners, LP",32.49,$2.52B,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dm
D,"Dominion Resources, Inc.",73.42,$43.79B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/d
DCUA,"Dominion Resources, Inc.",57.44,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcua
DCUB,"Dominion Resources, Inc.",57.95,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcub
DCUC,"Dominion Resources, Inc.",50.6,$30.18B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcuc
DPZ,Domino&#39;s Pizza Inc,128.74,$6.42B,2004,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/dpz
UFS,Domtar Corporation,37.39,$2.43B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ufs
DCI,"Donaldson Company, Inc.",31.86,$4.24B,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/dci
LPG,Dorian LPG Ltd.,8.99,$514.45M,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/lpg
DSL,DoubleLine Income Solutions Fund,16.72,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/dsl
DBL,DoubleLine Opportunistic Credit Fund,26.59,$391.36M,2012,n/a,n/a,http://www.nasdaq.com/symbol/dbl
PLOW,"Douglas Dynamics, Inc.",22.4,$504.04M,2010,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/plow
DEI,"Douglas Emmett, Inc.",29.62,$4.36B,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dei
DOV,Dover Corporation,64.61,$10.02B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dov
DDE,Dover Downs Gaming & Entertainment Inc,1.07,$35.33M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dde
DVD,"Dover Motorsports, Inc.",2.32,$85.47M,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dvd
DOW,Dow Chemical Company (The),51.32,$57.33B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dow
DPS,"Dr Pepper Snapple Group, Inc",88.23,$16.53B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/dps
RDY,Dr. Reddy&#39;s Laboratories Ltd,45.09,$7.69B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdy
DRD,DRDGOLD Limited,3.77,$160.12M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/drd
DW,Drew Industries Incorporated,62.71,$1.53B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dw
DHF,Dreyfus High Yield Strategies Fund,3.13,$227.23M,1998,n/a,n/a,http://www.nasdaq.com/symbol/dhf
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc.",13.19,$242.46M,2013,n/a,n/a,http://www.nasdaq.com/symbol/dmb
DSM,"Dreyfus Strategic Municipal Bond Fund, Inc.",8.51,$526.34M,1989,n/a,n/a,http://www.nasdaq.com/symbol/dsm
LEO,"Dreyfus Strategic Municipals, Inc.",8.86,$547.99M,1987,n/a,n/a,http://www.nasdaq.com/symbol/leo
DRQ,"Dril-Quip, Inc.",59.83,$2.27B,1997,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/drq
DST,"DST Systems, Inc.",109.27,$3.68B,1995,Technology,EDP Services,http://www.nasdaq.com/symbol/dst
DSW,DSW Inc.,26.58,$2.18B,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dsw
DTE,DTE Energy Company,89.46,$16.06B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dte
DTQ,DTE Energy Company,25.72,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtq
DTZ,DTE Energy Company,25.6886,n/a,2011,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtz
DCO,Ducommun Incorporated,15.37,$170.57M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/dco
DPG,Duff & Phelps Global Utility Income Fund Inc.,14.57,$552.64M,2011,n/a,n/a,http://www.nasdaq.com/symbol/dpg
DSE,Duff & Phelps Select Energy MLP Fund Inc.,5.09,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/dse
DNP,"Duff & Phelps Utilities Income, Inc.",10.05,$2.76B,1987,n/a,n/a,http://www.nasdaq.com/symbol/dnp
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",15.5,$132.04M,1991,n/a,n/a,http://www.nasdaq.com/symbol/dtf
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",9.39,$258.18M,1993,n/a,n/a,http://www.nasdaq.com/symbol/duc
DUK,Duke Energy Corporation,79.75,$54.9B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/duk
DUKH,Duke Energy Corporation,25.93,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/dukh
DRE,Duke Realty Corporation,21.74,$7.52B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dre
DNB,Dun & Bradstreet Corporation (The),101.52,$3.67B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dnb
DFT,"Dupont Fabros Technology, Inc.",40.38,$2.69B,2007,Finance,Real Estate,http://www.nasdaq.com/symbol/dft
DFT^A,"Dupont Fabros Technology, Inc.",25.94,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dft^a
DFT^B,"Dupont Fabros Technology, Inc.",25.79,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dft^b
DHG,"DWS High Income Opportunities Fund, Inc.",13.19,$200.24M,2006,n/a,n/a,http://www.nasdaq.com/symbol/dhg
DY,"Dycom Industries, Inc.",63.22,$2.08B,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/dy
DLNG,Dynagas LNG Partners LP,9.11,$323.31M,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/dlng
DLNG^A,Dynagas LNG Partners LP,18.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlng^a
DYN,Dynegy Inc.,13.71,$1.6B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dyn
DYN.WS,Dynegy Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dyn.ws
DYN^A,Dynegy Inc.,52.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dyn^a
DX,"Dynex Capital, Inc.",6.73,$329.45M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dx
DX^A,"Dynex Capital, Inc.",24.272,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dx^a
DX^B,"Dynex Capital, Inc.",22.4999,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dx^b
DD,E.I. du Pont de Nemours and Company,63.95,$55.74B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd
DD^A,E.I. du Pont de Nemours and Company,82.2,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd^a
DD^B,E.I. du Pont de Nemours and Company,101.685,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd^b
SSP,E.W. Scripps Company (The),16.14,$1.35B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ssp
EGIF,Eagle Growth and Income Opportunities Fund,15.95,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/egif
EXP,Eagle Materials Inc,68.03,$3.35B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/exp
ECC           ,Eagle Point Credit Company Inc.,16.65,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/ecc           
ECCA,Eagle Point Credit Company Inc.,25,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/ecca
ECCZ,Eagle Point Credit Company Inc.,23.95,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/eccz
DEA,"Easterly Government Properties, Inc.",17.99,$434.79M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dea
EGP,"EastGroup Properties, Inc.",57.63,$1.87B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/egp
EMN,Eastman Chemical Company,72.84,$10.77B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/emn
KODK,Eastman Kodak Company,11.47,$482.63M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kodk
KODK.WS,Eastman Kodak Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kodk.ws
KODK.WS.A,Eastman Kodak Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kodk.ws.a
ETN,"Eaton Corporation, PLC",62.37,$28.62B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/etn
ETV,Eaton Vance Corporation,14.52,$4.38B,2005,n/a,n/a,http://www.nasdaq.com/symbol/etv
